Parameter,"x_{SS} (Exp0, Sub0)__main/p","x_{SS} (Exp0, Sub0)__main/q","y_{SS} (Exp0, Sub0)__main/p","y_{SS} (Exp0, Sub0)__main/q"
main/p,,-4.20933615990782e-13,,-2.4424906541753444e-15
main/q,,,,
